video_id,influencer,platform,main_topic,content_type,content_format,nj_relevance_score,local_vs_universal,tone,target_audience,production_quality,originality_score,analysis_confidence
3712313755200740280,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.1,local,casual,Followers of Jersey Joe,low,0.0,0.1
3713020845397459512,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3713760259492906702,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,General New Jersey residents (inferred from username),low,0.0,0.0
3714495658674709877,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,Followers of Jersey Joe,low,0.0,0.0
3715195171534113909,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,General New Jersey social media users,low,0.0,0.0
3720358565287383923,Jersey Joe,instagram,Insufficient data provided,other,other,0.0,local,informative,Unknown due to missing content,low,0.0,0.0
3721086105400506937,Jersey Joe,instagram,Insufficient Data for Analysis,other,other,0.0,local,casual,Followers of Jersey Joe,low,0.0,0.1
3723184641780849991,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3723919756974742472,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,NJ residents (based on influencer handle),low,0.0,0.0
3724653838784370686,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.5,local,casual,Followers of Jersey Joe and New Jersey residents,low,0.0,0.1
3725363802003857990,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,New Jersey residents and followers of Jersey Joe,low,0.0,0.0
3727534701419259951,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,General New Jersey social media users,low,0.0,0.0
3728266798794616362,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.1,local,casual,General New Jersey social media users,low,0.0,0.1
3733321477656849327,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.5,local,casual,Followers of Jersey Joe and New Jersey residents,low,0.0,0.1
3734048082824814700,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3734769744419614891,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.1,local,informative,New Jersey residents and social media followers of Jersey Joe,low,0.0,0.1
3735517331007340236,Jersey Joe,instagram,Insufficient data provided for analysis,other,other,0.0,local,casual,New Jersey residents and social media followers of Jersey Joe,low,0.0,0.0
3737693905064938368,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,General New Jersey residents,low,0.0,0.0
3738418788145139580,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Followers of Jersey Joe,low,0.0,0.0
3739146115816692295,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,General social media users,low,0.0,0.0
3739871277222553539,Jersey Joe,instagram,Insufficient data provided,other,other,0.5,local,casual,Followers of New Jersey-centric social media creators,low,0.0,0.0
3740558405510181139,Jersey Joe,instagram,Insufficient data provided for analysis,other,other,1.0,local,casual,New Jersey residents and followers of Jersey Joe,low,0.0,0.0
3741327174297782916,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,regional,informative,Followers of Jersey Joe,low,0.0,0.0
3742031568035217534,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3744233255890189079,Jersey Joe,instagram,Insufficient content data provided,other,other,0.0,universal,informative,Unknown,low,0.0,0.0
3747135018129542677,Jersey Joe,instagram,Insufficient content data provided,other,other,0.0,local,informative,Followers of Jersey Joe,low,0.0,0.0
3752889086504413989,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3753624009607553167,Jersey Joe,instagram,New Jersey food and lifestyle,lifestyle,vlog,1.0,local,inspirational,NJ residents and food enthusiasts interested in local culture,medium,0.7,0.5
3755848621137436391,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.5,local,casual,General New Jersey social media users,low,0.0,0.0
3759423369268254039,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,General New Jersey residents,low,0.0,0.0
3761618365320912669,Jersey Joe,instagram,Insufficient content for analysis,other,other,0.0,local,casual,Followers of Jersey Joe,low,0.0,0.0
3762453755108073567,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,casual,General New Jersey social media users,low,0.0,0.0
3763793239736970905,Jersey Joe,instagram,Insufficient data provided,other,other,0.1,local,informative,General New Jersey social media users,low,0.0,0.0
3766013890862323810,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,universal,informative,Unknown,low,0.0,0.0
3767516561272539926,Jersey Joe,instagram,Insufficient data provided for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3768192631713685829,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.5,local,casual,New Jersey residents and followers of Jersey Joe,low,0.0,0.1
3768868153405836999,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3769608555209531523,Jersey Joe,instagram,Insufficient data for analysis,other,other,0.5,local,casual,Followers of Jersey Joe and New Jersey residents,low,0.0,0.1
3755513562459765220,Jersey Sports Zone,instagram,New Jersey High School Sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3766141444110359728,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.9
3766149891379891274,Jersey Sports Zone,instagram,NJ High School Sports,news,montage,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.8,0.7
3766174753786750208,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3766210133772782986,Jersey Sports Zone,instagram,NJ High School Athletics,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.8
3766223442936881246,Jersey Sports Zone,instagram,New Jersey High School Sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.9
3766240861101280016,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.9
3766244612924204215,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3766260213184973563,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3766319218468978633,Jersey Sports Zone,instagram,NJ high school sports coverage,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",high,0.9,0.9
3766320639507507133,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.7
3766618454788139413,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.8
3766646873697535595,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.7
3766673059735648326,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.8
3766674710085180876,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.9
3766721756494256776,Jersey Sports Zone,instagram,NJ high school sports coverage,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.9
3766762699981138926,Jersey Sports Zone,instagram,New Jersey high school sports,news,montage,1.0,regional,informative,"NJ residents, high school students, parents, and local sports fans",professional,0.8,0.7
3766779242190464589,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3766818618551116596,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,local,informative,"NJ parents, student-athletes, coaches, and local sports enthusiasts",professional,0.9,0.85
3767271320485878910,Jersey Sports Zone,instagram,NJ high school sports highlights,news,montage,1.0,local,inspirational,"NJ high school students, parents, coaches, and local sports fans",high,0.8,0.85
3767274273468671422,Jersey Sports Zone,instagram,NJ High School Sports Highlights,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.85,0.9
3767364877892690338,Jersey Sports Zone,instagram,NJ high school sports,news,montage,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3767383329491498703,Jersey Sports Zone,instagram,New Jersey High School Sports,news,news_report,1.0,local,informative,"New Jersey students, parents, coaches, and high school sports fans",high,0.8,0.9
3767433163779074770,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,regional,informative,"NJ residents, high school students, parents, and local sports fans",high,0.8,0.7
3767479965140110495,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ students, parents, coaches, and local sports enthusiasts",professional,0.8,0.6
3767554513533238960,Jersey Sports Zone,instagram,New Jersey high school sports,news,montage,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3767554484433296398,Jersey Sports Zone,instagram,New Jersey high school sports,news,montage,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.8
3767727738799029450,Jersey Sports Zone,instagram,NJ high school sports highlights,news,montage,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3767972189841895134,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3768835112994843704,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",high,0.9,0.9
3768899215146827399,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,regional,informative,"New Jersey students, parents, coaches, and local sports fans",high,0.9,0.8
3768912666665528709,Jersey Sports Zone,instagram,New Jersey high school sports,news,montage,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3768931535086097651,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3769004880242523353,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.8
3769038023338005383,Jersey Sports Zone,instagram,NJ High School Sports Highlights,news,montage,1.0,regional,inspirational,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.9
3769082526170107939,Jersey Sports Zone,instagram,NJ High School Athletics,news,montage,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.9
3769088970172925502,Jersey Sports Zone,instagram,NJ High School Athletics,news,news_report,1.0,regional,informative,"NJ residents, high school students, parents, and coaches",professional,0.9,0.9
3769343713920027291,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,regional,informative,"NJ residents, high school students, parents, and coaches",professional,0.9,0.8
3769509845293439383,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.8
3769570490525049881,Jersey Sports Zone,instagram,NJ high school sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.85
3769567502285402882,Jersey Sports Zone,instagram,NJ high school sports coverage,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.8
3769616263686637635,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",high,0.8,0.7
3769682698559550183,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.9
3769685649319349307,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.95
3769686465421999781,Jersey Sports Zone,instagram,NJ high school sports highlights,news,montage,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3769708180180955251,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.9
3769786819471606185,Jersey Sports Zone,instagram,NJ high school sports highlights,news,news_report,1.0,local,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.9,0.85
3769812556206603935,Jersey Sports Zone,instagram,New Jersey high school sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.8
3770295247004322376,Jersey Sports Zone,instagram,NJ high school sports,news,news_report,1.0,local,inspirational,"NJ high school students, parents, coaches, and local sports enthusiasts",professional,0.9,0.9
3770409548944479147,Jersey Sports Zone,instagram,NJ High School Sports,news,news_report,1.0,regional,informative,"NJ high school students, parents, coaches, and local sports fans",professional,0.8,0.7
3759883525931690049,Jersey Talks,instagram,New Jersey local culture,lifestyle,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3759960982069295674,Jersey Talks,instagram,New Jersey lifestyle and culture,lifestyle,other,1.0,regional,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.1
3760056448027077909,Jersey Talks,instagram,New Jersey local culture,news,news_report,1.0,local,informative,New Jersey residents and those interested in state-wide news,medium,0.5,0.1
3760302283239271559,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3760713819689615337,Jersey Talks,instagram,New Jersey local affairs,news,other,1.0,local,informative,New Jersey residents and those interested in state-specific news,medium,0.5,0.1
3761425792693748028,Jersey Talks,instagram,New Jersey local interest,news,other,1.0,local,informative,New Jersey residents and the NJ diaspora,medium,0.5,0.2
3761482555434521477,Jersey Talks,instagram,New Jersey local culture,lifestyle,other,1.0,local,casual,New Jersey residents and the NJ diaspora interested in local stories,medium,0.5,0.3
3762141617897638440,Jersey Talks,instagram,New Jersey street interviews,entertainment,interview,1.0,local,humorous,"New Jersey residents, NJ diaspora, and young adults interested in vox-pop content",medium,0.7,0.5
3762818634482804558,Jersey Talks,instagram,New Jersey culture and lifestyle,entertainment,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.6,0.3
3762827022158563879,Jersey Talks,instagram,New Jersey Street Culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora interested in urban culture,medium,0.7,0.5
3762857127832483711,Jersey Talks,instagram,New Jersey community discourse,lifestyle,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3762876964995701692,Jersey Talks,instagram,New Jersey local culture,entertainment,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.2
3763101765965241039,Jersey Talks,instagram,New Jersey local culture,opinion,interview,1.0,local,casual,New Jersey residents and those interested in tri-state area social dynamics,medium,0.7,0.2
3763673375630774771,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3763812374243503687,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and those interested in NJ regional humor/culture,medium,0.7,0.2
3763847777106389509,Jersey Talks,instagram,New Jersey local news,news,news_report,1.0,local,casual,New Jersey residents and the NJ diaspora interested in local happenings,medium,0.7,0.8
3764240124231185839,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.4
3764406391802085226,Jersey Talks,instagram,New Jersey local culture,entertainment,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.2
3764948549406588877,Jersey Talks,instagram,General New Jersey community,lifestyle,other,1.0,local,casual,New Jersey residents and individuals interested in Garden State culture,medium,0.5,0.2
3764995359283211127,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and those interested in Garden State culture,medium,0.7,0.2
3765023284857459109,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and individuals interested in Garden State culture,medium,0.7,0.3
3765113362879402813,Jersey Talks,instagram,New Jersey local culture,lifestyle,interview,1.0,local,casual,New Jersey residents and individuals identifying with NJ culture,medium,0.7,0.2
3765118373882567314,Jersey Talks,instagram,Insufficient data provided,other,other,1.0,local,informative,New Jersey residents and those interested in local NJ news/culture,medium,0.5,0.1
3765346477556128605,Jersey Talks,instagram,New Jersey local culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.6,0.2
3765905549683762229,Jersey Talks,instagram,New Jersey local culture,lifestyle,other,1.0,local,casual,New Jersey residents and the NJ diaspora interested in local identity,medium,0.5,0.1
3765954379351465441,Jersey Talks,instagram,New Jersey lifestyle and culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora (Gen Z and Millennials),medium,0.7,0.6
3766059951290583151,Jersey Talks,instagram,New Jersey local culture,lifestyle,other,1.0,local,casual,New Jersey residents and those interested in NJ lifestyle,medium,0.5,0.2
3766456572629262345,Jersey Talks,instagram,New Jersey street culture,entertainment,interview,1.0,local,humorous,Gen Z and Millennial New Jersey residents and commuters,medium,0.7,0.8
3766466994333859938,Jersey Talks,instagram,New Jersey local culture,entertainment,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.6,0.2
3766473379851279256,Jersey Talks,instagram,New Jersey culture and lifestyle,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.5
3766879558607884077,Jersey Talks,instagram,New Jersey local affairs,news,news_report,1.0,local,informative,New Jersey residents and commuters,medium,0.5,0.1
3766893276666277888,Jersey Talks,instagram,New Jersey local culture,lifestyle,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.3
3766917526076799756,Jersey Talks,instagram,New Jersey local culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and the NJ diaspora interested in local lifestyle and culture,medium,0.7,0.4
3767107139673353154,Jersey Talks,instagram,New Jersey local culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and regional travelers,high,0.7,0.3
3767109029004871153,Jersey Talks,instagram,Insufficient data provided,other,other,0.5,local,informative,New Jersey residents and those interested in state-specific news or culture,low,0.0,0.1
3767209336088156555,Jersey Talks,instagram,Insufficient data for analysis,other,other,1.0,local,informative,New Jersey residents and those interested in NJ culture,low,0.0,0.1
3768256823439756989,Jersey Talks,instagram,New Jersey community discourse,entertainment,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.1
3768510832057533749,Jersey Talks,instagram,New Jersey community voices,entertainment,interview,1.0,regional,casual,"New Jersey residents, particularly younger urban demographics and the NJ diaspora",medium,0.7,0.1
3768522210516428881,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.5
3768596020780175607,Jersey Talks,instagram,New Jersey community culture,entertainment,other,1.0,local,casual,New Jersey residents and those interested in Garden State culture,medium,0.6,0.1
3768896333776209568,Jersey Talks,instagram,New Jersey local culture,lifestyle,other,1.0,local,casual,New Jersey residents and people interested in NJ culture,medium,0.6,0.2
3768915228008406112,Jersey Talks,instagram,New Jersey local culture,news,interview,1.0,local,informative,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3768990903159493928,Jersey Talks,instagram,New Jersey local culture,news,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.1
3769047585227018393,Jersey Talks,instagram,General New Jersey Commentary,lifestyle,talking_head,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.1
3770263139926589159,Jersey Talks,instagram,New Jersey local news,news,news_report,1.0,local,informative,New Jersey residents and commuters interested in state-specific news and culture,medium,0.5,0.2
3770358521971882088,Jersey Talks,instagram,New Jersey local culture,interview,talking_head,1.0,local,casual,New Jersey residents and local culture enthusiasts,medium,0.7,0.1
3770400991389789915,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,regional,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.3
3770492685460271407,Jersey Talks,instagram,New Jersey local affairs,news,other,1.0,local,informative,New Jersey residents and those interested in Garden State current events,medium,0.5,0.1
3770510973614427343,Jersey Talks,instagram,New Jersey local culture,entertainment,interview,1.0,regional,casual,New Jersey residents and the NJ diaspora,medium,0.7,0.2
3770767845223338658,Jersey Talks,instagram,New Jersey lifestyle and culture,lifestyle,other,1.0,local,casual,New Jersey residents and the NJ diaspora,medium,0.5,0.2
3703051873632253754,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Experiences,lifestyle,vlog,0.9,local,casual,New Jersey residents and visitors interested in local lifestyle and recommendations,medium,0.6,0.3
3704444587981886484,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,"Young professionals and NJ residents interested in local dining, aesthetics, and weekend activities",high,0.7,0.5
3705568793970503905,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and discovery,lifestyle,vlog,1.0,regional,inspirational,NJ residents and young professionals interested in local activities,high,0.6,0.1
3707215827987254197,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Exploration,lifestyle,vlog,0.9,local,inspirational,"NJ residents interested in dining, travel, and lifestyle",high,0.7,0.5
3708825504314402563,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area foodies,high,0.7,0.3
3710663352353151892,Jessica Alexandra _lifestylejessica,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,regional,inspirational,NJ residents and Tri-state area locals looking for weekend activities,high,0.7,0.85
3712804233487146813,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,0.9,local,inspirational,Millennial and Gen Z residents of North Jersey and New York City,high,0.7,0.5
3714245119425219448,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,casual,New Jersey residents and visitors interested in local lifestyle and hidden gems.,medium,0.6,0.5
3716453885218477179,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,1.0,local,casual,New Jersey residents and visitors interested in local lifestyle and dining,medium,0.5,0.4
3718127936752141535,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and activities,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area explorers,high,0.6,0.1
3720748339450463526,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and aesthetics,lifestyle,montage,0.95,regional,inspirational,Millennial and Gen Z women living in or moving to New Jersey,high,0.7,0.8
3723996193207947661,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,NJ residents and individuals in the Tri-state area looking for local activities,high,0.6,0.4
3725137363720041310,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Exploration,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and visitors interested in local food and lifestyle,medium,0.6,0.5
3726616352779231667,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,inspirational,NJ residents and tri-state area explorers,high,0.7,0.5
3726821989798747183,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents looking for weekend activities and dining,high,0.7,0.5
3727310851834744821,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area locals looking for weekend activities and dining recommendations,high,0.6,0.3
3727696554074690308,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities and dining,high,0.7,0.6
3728366104344647869,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area foodies looking for local recommendations,high,0.6,0.1
3729837331106048958,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,"Tri-state area residents, specifically millennials and Gen Z looking for local experiences in NJ",high,0.7,0.8
3732747434473916750,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,NJ residents and tri-state area locals seeking weekend activities and dining,high,0.7,0.6
3733325115955424001,Jessica Alexandra _lifestylejessica,instagram,Insufficient data for analysis,lifestyle,other,0.5,local,casual,New Jersey residents and lifestyle enthusiasts,medium,0.0,0.1
3734166561470104321,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,1.0,local,inspirational,NJ residents looking for local activities and dining,high,0.7,0.6
3734824553748204501,Jessica Alexandra _lifestylejessica,instagram,NJ Lifestyle and Dining,lifestyle,montage,0.9,regional,inspirational,NJ residents and tri-state area foodies looking for local recommendations,high,0.7,0.3
3735233029053971832,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,regional,inspirational,NJ residents and tri-state area locals looking for food and activities,high,0.7,0.6
3737729816855696917,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,casual,"New Jersey residents interested in food, travel, and local lifestyle",medium,0.6,0.5
3739232418948808557,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.4
3742034192613048508,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and young professionals in the tri-state area seeking local experiences,high,0.7,0.2
3744945424450032488,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,casual,NJ residents and young professionals in the tri-state area looking for local recommendations,high,0.6,0.5
3745399784309084537,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,inspirational,"New Jersey residents and visitors interested in lifestyle, food, and local travel",high,0.6,0.5
3747157199446682944,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,casual,New Jersey residents and visitors interested in local food and lifestyle,medium,0.5,0.4
3747920623113949539,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,regional,casual,NJ residents and young professionals interested in local lifestyle,high,0.6,0.5
3748685237485372687,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Experiences,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and visitors interested in local lifestyle and travel,medium,0.7,0.4
3750475571735429070,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,Young professionals and residents living in or near North Jersey looking for social activities,high,0.6,0.3
3751231286825523104,Jessica Alexandra _lifestylejessica,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and young professionals looking for local activities and dining,high,0.7,0.8
3751341611273024280,Jessica Alexandra _lifestylejessica,instagram,New Jersey Lifestyle and Events,lifestyle,vlog,0.9,local,inspirational,New Jersey residents and visitors interested in local food and activities,high,0.7,0.6
